age,gender,service_type,response_time,num_interactions,satisfaction
63,female,standard,6.3,1,0
68,male,basic,4.5,10,0
24,female,premium,5.8,13,0
33,male,standard,3.3,4,1
33,male,basic,2.7,10,0
50,female,premium,2.0,10,0
21,male,premium,5.8,11,0
21,male,premium,2.2,8,0
56,female,standard,4.0,2,1
57,male,standard,4.9,13,0
34,male,standard,7.0,12,0
54,male,premium,3.8,11,0
56,female,standard,7.2,8,0
69,female,basic,6.9,1,0
46,female,standard,2.9,1,1
69,male,standard,7.2,4,0
53,male,premium,4.4,7,0
55,male,standard,4.0,9,0
56,male,basic,4.4,5,1
67,female,premium,5.0,2,1
54,male,basic,4.2,12,0
69,male,premium,3.3,7,0
52,male,premium,3.5,11,0
24,female,standard,5.3,2,1
44,male,basic,4.7,9,0
45,male,premium,6.1,9,0
39,male,standard,5.1,3,1
31,male,premium,5.2,13,0
24,male,premium,6.2,8,0
54,female,premium,7.8,11,0
39,male,premium,7.9,4,0
22,male,premium,7.7,3,0
19,male,premium,6.7,1,0
44,male,standard,9.2,5,0
38,male,premium,5.9,13,0
55,male,basic,5.7,14,0
32,male,standard,9.5,11,0
38,male,basic,0.5,4,1
27,male,premium,4.6,1,1
40,male,basic,7.5,10,0
56,female,premium,7.0,8,0
22,female,premium,10.1,8,0
18,female,standard,5.2,13,0
30,female,standard,4.1,8,0
38,male,premium,4.3,3,1
43,female,standard,5.6,6,1
67,female,basic,8.2,12,0
62,male,standard,8.3,12,0
38,female,standard,4.9,7,0
35,female,basic,5.5,9,0
54,male,standard,3.8,5,1
62,male,premium,4.0,9,0
49,male,basic,7.1,6,0
53,female,premium,8.2,10,0
34,female,basic,3.6,10,0
52,male,premium,5.5,10,0
66,male,premium,4.5,4,1
28,female,standard,6.7,13,0
38,male,premium,4.2,1,1
69,female,standard,1.1,1,1
43,male,basic,7.0,14,0
21,male,premium,4.4,10,0
51,female,premium,4.6,5,1
69,male,basic,5.9,13,0
65,male,basic,5.7,14,0
35,male,premium,5.9,3,1
57,female,basic,1.7,5,1
52,male,standard,6.1,5,0
58,male,basic,1.2,1,1
46,male,basic,6.5,14,0
69,male,premium,7.2,8,0
46,male,standard,2.3,5,1
55,male,basic,5.7,5,1
59,female,standard,7.1,9,0
38,female,standard,4.1,8,0
59,male,standard,6.3,13,0
30,female,premium,0.5,1,1
66,female,basic,7.2,3,0
58,male,premium,5.1,12,0
34,female,basic,4.5,7,0
26,female,basic,7.0,1,0
58,female,premium,8.5,1,0
18,female,standard,6.0,5,0
19,female,standard,8.2,9,0
65,female,basic,1.9,6,1
46,female,premium,6.3,10,0
50,female,standard,4.7,2,1
27,male,standard,3.4,11,0
67,male,basic,1.1,9,0
57,female,basic,6.2,6,0
38,female,premium,6.8,5,0
45,male,basic,7.7,5,0
28,female,standard,7.4,12,0
51,female,standard,3.5,3,1
25,male,standard,7.6,14,0
39,male,standard,7.8,6,0
25,male,premium,4.5,13,0
66,female,premium,5.1,4,1
32,female,basic,3.1,13,0
34,male,basic,8.0,12,0
40,male,basic,2.0,10,0
41,female,premium,6.1,14,0
62,male,standard,3.8,2,1
36,female,basic,2.8,13,0
22,female,standard,1.3,3,1
49,male,basic,4.6,9,0
61,male,basic,2.5,11,0
18,female,basic,5.1,11,0
40,male,basic,8.5,9,0
54,male,basic,5.4,6,1
25,male,standard,9.0,10,0
30,male,basic,3.0,10,0
25,female,standard,2.4,14,0
40,female,premium,2.9,9,0
60,female,basic,4.9,4,1
18,female,standard,10.4,11,0
62,male,premium,1.7,5,1
68,male,premium,6.2,10,0
41,female,premium,3.6,6,1
52,female,standard,4.6,13,0
41,male,basic,2.5,9,0
34,female,basic,6.8,13,0
22,female,standard,4.9,5,1
37,male,basic,7.2,8,0
38,female,standard,5.4,11,0
57,male,basic,1.1,1,1
48,male,premium,7.2,5,0
63,female,basic,1.0,10,0
53,male,standard,1.3,1,1
28,female,standard,3.2,10,0
69,male,premium,3.2,14,0
32,female,standard,7.8,6,0
36,female,basic,4.7,7,0
24,female,basic,7.5,12,0
68,male,premium,3.9,14,0
45,male,standard,5.6,5,1
68,female,premium,5.9,1,1
60,male,basic,6.4,6,0
22,female,premium,4.1,10,0
22,female,standard,4.2,5,1
47,male,premium,4.4,6,1
49,female,standard,1.7,11,0
25,male,standard,4.8,10,0
27,female,basic,4.2,7,0
55,male,basic,6.2,7,0
64,female,basic,5.2,2,1
49,female,standard,7.7,12,0
65,male,premium,5.1,3,1
45,female,standard,3.9,12,0
34,female,basic,5.1,6,1
48,male,basic,6.4,3,0
25,female,premium,1.5,2,1
57,male,basic,3.6,4,1
42,female,basic,3.6,5,1
26,male,basic,5.8,11,0
19,female,premium,6.1,10,0
32,female,standard,5.2,9,0
67,female,basic,0.5,3,1
20,male,premium,1.7,3,1
66,male,basic,4.5,6,1
53,male,premium,4.0,5,1
21,male,basic,5.0,6,1
31,female,premium,4.1,7,0
58,female,basic,8.1,11,0
58,male,standard,0.5,3,1
42,male,basic,5.6,13,0
67,male,premium,6.7,5,0
27,female,basic,6.4,8,0
38,male,standard,6.6,4,0
53,male,basic,6.9,10,0
29,female,premium,3.8,2,1
44,female,premium,2.8,4,1
57,male,standard,0.9,2,1
19,female,premium,4.3,3,1
30,male,basic,3.4,4,1
49,female,basic,7.3,4,0
48,male,basic,4.4,10,0
33,male,premium,2.9,9,0
49,male,basic,2.6,10,0
49,male,basic,9.0,6,0
51,female,basic,5.0,9,0
28,female,standard,3.4,4,1
27,female,premium,5.2,9,0
32,female,premium,8.8,11,0
34,male,premium,4.2,13,0
57,male,standard,6.4,9,0
35,female,premium,7.4,6,0
26,female,standard,1.2,5,1
42,female,standard,3.7,3,1
57,female,premium,7.1,14,0
31,female,basic,3.6,5,1
42,male,basic,5.8,3,1
67,male,premium,3.5,5,1
39,male,premium,4.1,5,1
69,female,standard,3.9,2,1
47,female,premium,6.3,14,0
37,female,standard,5.4,14,0
38,female,premium,5.2,9,0
61,male,basic,10.0,7,0
49,male,basic,8.5,14,0
68,female,premium,1.0,6,1
63,male,standard,4.1,5,1
66,male,basic,9.9,4,0
38,female,standard,3.9,8,0
52,female,premium,9.2,2,0
49,female,premium,4.1,8,0
47,female,basic,4.5,1,1
56,female,premium,6.7,10,0
